timestamp_s,relative_exertion,mix,ep_target_weight,sustained_energy
25.355,0.1412,0.0000,0.0000,0.1272
25.405,0.1501,0.0000,0.0000,0.0910
25.455,0.1382,0.0000,0.0000,0.0806
25.505,0.1379,0.0000,0.0000,0.0541
25.555,0.1689,0.0000,0.0000,0.0592
25.605,0.1494,0.0000,0.0000,0.0244
25.655,0.1295,0.0000,0.0000,0.1857
25.705,0.1695,0.0000,0.0000,0.1544
25.755,0.1846,0.0000,0.0000,0.1811
25.805,0.1830,0.0000,0.0000,0.1640
25.856,0.1810,0.0000,0.0000,0.1494
25.906,0.2214,0.0000,0.0000,0.1347
25.956,0.2542,0.0000,0.0000,0.1299
26.006,0.2332,0.0000,0.0000,0.1285
26.056,0.2209,0.0000,0.0000,0.1060
26.106,0.3035,0.0000,0.0000,0.2517
26.156,0.2694,0.0000,0.0000,0.2333
26.206,0.2352,0.0000,0.0000,0.2348
26.256,0.2260,0.0000,0.0000,0.2179
26.306,0.2366,0.0000,0.0000,0.2238
26.356,0.2311,0.0000,0.0000,0.2318
26.406,0.1970,0.0000,0.0000,0.2175
26.456,0.2387,0.0000,0.0000,0.2499
26.508,0.2978,0.0000,0.0000,0.2942
26.560,0.2882,0.0016,0.0523,0.3554
26.610,0.2859,0.0021,0.0202,0.3337
26.660,0.3359,0.0029,0.0290,0.3408
26.710,0.2945,0.0030,0.0038,0.3144
26.762,0.1920,0.0030,0.0057,0.3177
26.813,0.1744,0.0029,0.0005,0.3054
26.863,0.1916,0.0028,0.0000,0.2762
26.913,0.1553,0.0026,0.0000,0.2710
26.963,0.1455,0.0026,0.0000,0.2463
27.014,0.4600,0.0038,0.0144,0.3284
27.064,0.3506,0.0037,0.0003,0.3041
27.114,0.2987,0.0036,0.0002,0.3031
27.164,0.2869,0.0033,0.0000,0.2459
27.214,0.3025,0.0032,0.0000,0.2483
27.267,0.1993,0.0031,0.0000,0.2220
27.317,0.1554,0.0030,0.0000,0.2237
27.368,0.1231,0.0029,0.0000,0.2149
27.419,0.1392,0.0027,0.0000,0.2597
27.469,0.1297,0.0026,0.0000,0.2946
27.520,0.1174,0.0025,0.0000,0.2623
27.570,0.1699,0.0024,0.0000,0.2590
27.621,0.2048,0.0023,0.0000,0.2293
27.671,0.2145,0.0022,0.0000,0.2410
27.722,0.2154,0.0021,0.0000,0.2210
27.772,0.2609,0.0020,0.0000,0.2314
27.822,0.2344,0.0019,0.0000,0.2010
27.873,0.2001,0.0019,0.0000,0.1666
27.923,0.1731,0.0018,0.0000,0.2432
27.973,0.1801,0.0017,0.0000,0.2122
28.025,0.1750,0.0017,0.0000,0.2370
28.075,0.1680,0.0016,0.0000,0.1696
28.125,0.2123,0.0015,0.0000,0.2003
28.177,0.2665,0.0014,0.0000,0.1579
28.227,0.2656,0.0014,0.0000,0.1990
28.277,0.2573,0.0013,0.0000,0.1798
28.328,0.2745,0.0013,0.0000,0.2581
28.378,0.2179,0.0012,0.0000,0.2454
28.428,0.1770,0.0012,0.0000,0.2090
28.480,0.1407,0.0011,0.0000,0.2249
28.530,0.1605,0.0011,0.0000,0.1949
28.580,0.1552,0.0010,0.0000,0.2070
28.630,0.1531,0.0010,0.0000,0.1680
28.680,0.1626,0.0010,0.0000,0.1896
28.730,0.2603,0.0009,0.0000,0.1473
28.780,0.2596,0.0009,0.0000,0.2283
28.830,0.2439,0.0009,0.0000,0.2091
28.880,0.2554,0.0008,0.0000,0.1872
28.930,0.2072,0.0008,0.0000,0.1706
